Signature,Block Time,Action,From,To,Value
5meosrF8H9dtuicb954Udfg5grSBuvt8WPEgQwVrJVec15Rdv4PeeBagAUUwFiLLc4DrnYjpWai4BKdoAxf1N6YE,2024-10-29T15:03:09.000Z,Transfer,9fQoehrKWab66sSSYY6AYj4W52PdtbsgSGukzo8hoKvN,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1.11570177
38ajWVNvacAFcgxXbeT3SU6gWZ8QhvBrtzWitMvRBGFxepr6ou5NL9CMGCcaJRLu5AYGWBK8egxg5nn23cB6uJdA,2024-10-29T15:03:07.000Z,Transfer,7EuaSfxiweVw46YbZeCGWpsT7tXzPLzgQxkS6FssKEox,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1
row2d63MNCspsZamscMUhazjBb3NBDe7uQoacNECqgSdkJkCDnbtLRddGAYjyA6vGdn19KhDHVsjdMeiQxJ3iQE,2024-10-29T15:03:07.000Z,Transfer,2ebYCJazdLpWKu2HGFbxqLtH4hWxFUhzSWpvp4UfqKQB,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,3.7
5UAG2j3zsXUHUuSZbeUtTqgAntDEkSuaqAkUCnRGdjxcSTGJ1ogfKLrAQiZn88zkE9wV8cLGnkhba7Np6H1KFjB5,2024-10-29T15:03:07.000Z,Transfer,HiLZBmvCwam1bLZD4GpCWRqLgm6rh9zhEam8LEw3B7S8,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1.5
22fRMq5dbsj6Shdaj5nkpvvQkC25PV6rxVUnQdfmCnXZyxc5eyRPTALaXs58mBpGzXqmEwqFSg17svhbVMEFMP8y,2024-10-29T15:03:07.000Z,Transfer,FR72o8PNMH6Ky1Sbm25hfkxfxsBaXwpxzSnwQdpNUzk6,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1.04
4u31q5wqqqKmV8umCW6FHAD5DS6fkyp6XPrswvbVUZ3XTtNLraZ4e7Wy4PuAHtAPKmMLRNsWBLstpj4Ub8BJ7NTs,2024-10-29T15:03:07.000Z,Transfer,C3kidXdzWnLtZYJyUKJ7i5REnqV2wivc1XQiLAuVVVzw,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1.578
3AzocTcySWBPHUx61Bi9YBheosv9VwpZsYHh3rA2bRTo5L43NcD7iawud1RR6ZGTu5ukzJoQyonhLR9zAbpmZbr7,2024-10-29T15:03:05.000Z,Transfer,FcdmL7nq9YK12JYWC8poco8RxJL2mC8PEg4T2KLznT6y,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1
5gcPvAWi8HckhzE2GDBAcyaWGGe82cKFSTSnxKfCo9mR8Wv1BBGoBucwwhZJqqnxzqfQ1k88ugqsyqymcA4zE65p,2024-10-29T15:03:05.000Z,Transfer,683WvpAo9C2XxERtDrw15w1vwE57cBzA86d28t9Lpu7i,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1.5
49zkd3RdpjbmEER4xHimVNmTzW15QJfoqkmvo1nZeeFVZ4hoDrdSMxwUCDFfxEt8kPpbBFhKd26REPwfKkGUWkfA,2024-10-29T15:03:05.000Z,Transfer,3mRUpajYsm8LTwZdGQ5sjhVaZsActWMJVAAEd57w2g33,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,2.964578385
23BiKvXY2TnxhZ3dV2CU1Ebn9opDd2JEDiftCSaiLbonKPKRGjbWHdYkaYRTXfi2crgqYncVjeWEJDZEXGo5gio2,2024-10-29T15:03:05.000Z,Transfer,AjtcFX2jjThp6z3wpJFH2N9hkcMxJ3RMqFpKPmDHhQdW,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,12.25036566
5qtZTXGQWYtSx849M2ZzfJndxobpDYjXecmcGC6aMstvUw7gv9TcUX3j12wr72ih7mrzJU9kRrcHnkk5AwJVWynK,2024-10-29T15:03:05.000Z,Transfer,5TixS4aZnXxsNwhcc2mdz7oEiNs2UsQpWYYe7vdRF8Aa,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,7.5
MxDVhsoYPTWiMyqY1ntqXm6APHNdbkK27o6e5VTXWSTuWt1xaE9vEfS9wUoYo8XRLePGZzQqRxHGEwp5jBfuxcc,2024-10-29T15:03:05.000Z,Transfer,G8JC8DYuVEpKMH1LWawLtRmZKz9gGqRxA9wHhiR45YCQ,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1.09388
5S5ecsz6WvQcDD42e95uVevrrgpVUt81vd9CE9WuqRQz7yjodA5H2V5ny2gpU9TTfEHVsLkFbJnBSLeJWr3yHMKj,2024-10-29T15:03:03.000Z,Transfer,Dsu9fw6DnqzdfL8rqL7ZBwJcJARdFzy4HRWLgetFDJJe,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1.30908295
3fwVtktxygHDtgdfHoPzR5GDPzkjyL6zrcieurLVvEYA7x94MiScqscjdskVYPrvdDSZuV6FQVddNS1H8agdqNF4,2024-10-29T15:03:03.000Z,Transfer,56hHFiVkrvZtnU2uFGri4vfEaXYpbyqMabwBNBDz3UjR,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,2.2
2MpLs3mpQYa1iZKqBAQEGqX9DHx6oPfwMf7f51zyP58NmWETMgPeDWbtETj38qhBnCZdWekYyuWyZUnM99GGpLMt,2024-10-29T15:03:03.000Z,Transfer,H44yJF6BnND8Cm3GsQvaFJvX3Nx2BTgytSqtjJEPCGdi,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1.12
5uekVDTrsFaz6qMsGJGbj7ue5UHZvbH475jhGzV8B8ryX4GKnAqcPPrmazzuC4dAWk5FoSsJcrZybQKLjj5pUKQf,2024-10-29T15:03:03.000Z,Transfer,6qny6upKvsBKsM8a78jjKv5S5uVQAEg5tTysigyvBL1N,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,3.715764934
56ioznTWjr2RbdX1MDnufhyejaHWepxUyxm7tC8CPZwU5Ca9ajFypeiioRrXBzKzmFXSbp7X2bFbG59RRbHGadFq,2024-10-29T15:03:03.000Z,Transfer,5Zbdrevgt2w773g6kCS4csmZyCgL3cqM6Ao38P9prUhH,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1.2
5hwwqXsFAyQt1dALpCnRMRVsZpsxKW5QY4gTz8WRXGEgyMc5ADq6kEjvuY4M3sLsjTpqFxe5dQmVt7sxAS4nvnqU,2024-10-29T15:03:02.000Z,Transfer,2xGdEcxv1NtrazqPdXfaX9b8PDdbBcY4fmqZsBauM51a,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,5.5
2wxa8eopFtRf7EucRDwBgJjiYG8pCiDx3ydJyBViHkcqcjsk49xyxYzesuk1a1jQ7F7xmFEiyXVKCqBQLUtKGmKd,2024-10-29T15:03:01.000Z,Transfer,4aEERzfcyjf84deyX6RfQi9ABNR5FKbRGYyCTPiFSmUP,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,2.36983692
5sV5iYm5h3nqWySrCvJLjHj8amHrwfFdf1AcKeJSX92CVJNGFbFE5ntwze2gkJrxgaVZAEbey1CkHaHr5UpoT2bg,2024-10-29T15:03:01.000Z,Transfer,FboykgmoL3TCE3LujedkZ5s5vVJAqeeFWRh8dguRrMaw,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,3
3gsUjxG3f3seL857Udj6tqsTDPF4ow66i8ibQ5AWNAexffZA8wJCCsNTVi4KJDZfcebEUdfvfM7U9DFWXL8in6f1,2024-10-29T15:03:01.000Z,Transfer,DU1xLfX5ybmTHyTDsuJGVep5ZQndUM91GmnnExt46keK,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,0.046
4x9JCXKvj2c3PqfzreCoTWjpQjuR9G93RaQdVNUFWgJbsbuxKEkyC44aW78DFrzdH3CWhxkA7dxCansii5XN62CL,2024-10-29T15:03:01.000Z,Transfer,6aUA51xFKU1RPA2LV5FFbeo3jFwnwbWGq5cPdtZykxXi,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,2.01
47nXcnnyc4ig9KzabSZ9z6oYwS3K8MtBLpsB4HGQpPEYXMPspMcmFjYLkKwJMyTxqTzuS1Tt4yBt8m8zsmz4t5HE,2024-10-29T15:03:00.000Z,Transfer,D8jJGoeJ1CBtEErPntm9UHsozoZ23Fehnjhu98tQzjWb,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,2.2
31d2GK72kT3Cs8JAXmBKbxLKsJcKqgo6Cvtv2YBteg9J6FbK23f3kXauaPT2tCeZ3aekihjW45nhSLDi3m3ivimn,2024-10-29T15:03:00.000Z,Transfer,DtjzgFBUZ5aDSxjeASt936JPok8yzfiWEFpCQqzMswF7,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1.11
S94c8NziMvVEdk69t5y32wEy5AJVUg8kY5XsdXPNTTxToFvtzVzotP6stV5faznhihovnS59ncv8hRNjBGUFHEP,2024-10-29T15:03:00.000Z,Transfer,7VHgJGGQYzNmHHhKN27jCP8EsorqUsGJJqcUJyTdP9Jd,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,4.987840722
46PGENQuJzaxaGFBcEZs5ShmiSUfHwK1Ek8YxStUjhUECq84JurK2sZmn4GA4choQQMU7mx2rLnhTJ6v7ysNXPWb,2024-10-29T15:03:00.000Z,Transfer,658Mpt6DoHvXsZtGwQoQTFA2j4iqD4EN2nNcmsQ5U7fQ,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,4
E57C4dk7CkwCVPK5r3nzQZNBrqP4Pt3uYHtHRvudtb9JDQKGEnr7dVe95WUKPinJD8PVY3YEMAzBMuwKvwipCCP,2024-10-29T15:03:00.000Z,Transfer,Dq9jJQdiGitgXFjtLB5aRR9mFG9fWZrxdWfK1UTxC1zU,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1
2vQ41xLUzY45U8f87hSFKgBLhC3hdzkjco15g8pfdeF7bqnjQXgeJ65AtagnXAYkeLHX2mPphnvB3ZcrasqJ2eGq,2024-10-29T15:03:00.000Z,Transfer,6uo1peCr6ieu67YTyb2Upn4h9QPZpKUehjdZLbhpEGAn,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1.5
364L5QHmRYRPmDAzxWsr7r1DNqSVELke9sPBY5j6ucPw1k6kaz8FCkUZ4F72vVeE3883SPCp3fjNsK9wnMvLPqgo,2024-10-29T15:03:00.000Z,Transfer,8S8Db3JczvB76sXk9sJ9ckXr94t5GEdd8fgKtEEFsbgY,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,4.195692564
2XzrwwbGR6MhR83XPn3PLeC7CH3irDoryiEtZhegXwRyNnBh1PBdaveFn8dNzCPps3oPdNMFH6ndi6Vh5iocGhuX,2024-10-29T15:02:59.000Z,Transfer,BCUPotmVyCQhjhrBqBf26nVGC4QXaVynzmyktGyz32B5,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1.4
5JGnGywGJsWPy8QKQvyWB1BkzWcQP9LaLXYCGvFLTbmZdqEM2dkVnvDp21wEqxQiAug17KkV2Po8kPhMiqGwZnin,2024-10-29T15:02:59.000Z,Transfer,7Hez5g2cA7HWYPC5CaJCz3qH58fJRKishXSn7tw3h5tJ,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,2.280692
ieTtuBvJgfGZ51JtiRNsJJbGQKRBHatJ19ww1yH2yZqLkkgr3LixbvPCfp8axGjuhdmuLEFXnbD4GD8eWW6JsrJ,2024-10-29T15:02:59.000Z,Transfer,3F7VxLo1HA41McLW89suaDr89B9kcceRwukW3EQbQWpF,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1.2
4fdZxnJjzBTiZzH6Ti58RsNN8bkr8rSMvcJN4yTejCNKMiFKB1Yweu8R1MCnTG6VdUxBMhHA1JqjCtj253yJ3dvR,2024-10-29T15:02:58.000Z,Transfer,6moGTG3E6F4RnzUj1d7vuhFXKXs73jPXyUgwr8gkge1v,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1.230890449
2E6Qw6KJNFcK6nsiiSrxHJJcNYfjPyNQyA8jDQfpFYNZXe5Jp6TWvQfRX4vZAcp3Wixy7og8d4ZzgPa8yEmhVBmD,2024-10-29T15:02:58.000Z,Transfer,5MinadJWjeE2CfeW6RYdj25mKURQBafodr4M1FWvddjh,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,2.5
4yh6WgW8J3RMYUznMzU8CFWfowBk2xHcPwx1wGTGvhNfduCcRb6SAdrKseoQAbwQKVcXf7xF9J8R7dcTxpkaf2Hi,2024-10-29T15:02:58.000Z,Transfer,8SX36dTDmk7pg64oeGWBPiXen95x1Bdri5UYw4WhMKMp,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1.033922
5aEZtLQxgZsPkMgxcTaZtEis3RAfhwoEQRZEaNFXLDX6BaGk4U5B5TUNAw6ze9dUUC1uEEM5WW64z4oFFaXpyhSF,2024-10-29T15:02:58.000Z,Transfer,DSuruw5SpDfCLrPfgNamTAMdns8Eg6Y8c2SibkKdPVSp,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,11.86768418
3TCianZ4VjjvJzn3YVtiumqHdUsTXNVb13KL6AfWFoyQ2Swue7Eq43ghnKQVRaVF8EEZmsDewkyVWrbG1J2uALHq,2024-10-29T15:02:56.000Z,Transfer,9J5QUypT5XB7hvrQFQkY36ormg4Ai15t3KKgGEVcJ5xp,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1.01706147
17oQM84b1txvbipt5B9R97M3Wyg5mchXcx7gRC3uUh6sUAc3gVbU7snzdSPhNJ37HpcYbwq8VaDiCYobJqeWrTe,2024-10-29T15:02:56.000Z,Transfer,4nq8rxtspSvCMbd2k9EXcKtpoCF3hkKWoRttZhBTsrcj,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,35.5
5BdMqeDZBcHvDGhkQmKp9P86KeDuccFCBJErZ4mwqYGdg5rQpZ3QMyWbrodLfpvuSXW1DbMD5PMeqiVJmofJh7xc,2024-10-29T15:02:56.000Z,Transfer,BxmRA9MgD2obKv1QX5bHMKePAi4p1sJfkHwdAz9PwQtG,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1.03
5uj8FS9dYgnT5iyjogGaDCbisNyV7gzicLd6zHG9fqhstrwrTUr99fied2quipTXRn1qRUyiVH8hPHRoRgD58se3,2024-10-29T15:02:56.000Z,Transfer,7FjQRxGFLR1PcniBJu1rda9SsVssdPitx242hL46GAjq,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1.099985
5B6g6Gkmvkxm8JgbjYDCfBTh3A7xZ5sBbSPckDeU3VS1UuYFuGKM3fAqqRFGjN5yMBRdUmiZRhsrMN7XVsodxH46,2024-10-29T15:02:56.000Z,Transfer,BjitfzucpR3rsv1wqk55rWqe56dy1Krktq7hm3aNai2P,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,0.04961463
kBW4YsWKzzzvaiFPPyroqAh4Ba8CUN6NSHzgtqP3iBL5gFxf7NDaf2xskppGgziUw1go11svwsSrbcz7rZgJ2st,2024-10-29T15:02:56.000Z,Transfer,23uRkSVw8gXhJtdjMRfVieiEUWs6WXH7mQ981fBv7qP9,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,2
4wJ8zbEXtyWdDgC8idPixowvVgz8Nzgj8NH9DLQnDDqXxuswDGpaESH17gnBcGQTFanUhXEzxPkGSekigVQtXXYE,2024-10-29T15:02:56.000Z,Transfer,71ZUCqrc6d6geUhXQQvDrX2zpwV9tzWk62mginHUUQ1n,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,3
3exQFK7hpYox8tzd6yEKbhsvutLdpy9HQzqukssvt8YeVSdZWGSdWvEuSyGyfShmxbBNFEMwUv9MxwydRamAdZMD,2024-10-29T15:02:56.000Z,Transfer,KSYNXrZAWbA5qGjppngVJnyd9hsvWiiXza4wcjZYxGe,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,2.507996904
5uRzPpG7uX4Xgo9cxMJpNw3z2TCWfTCkNey9hRDMMnBHwkHST1NsQjbBFV1DWRfSvLHogSqRn6os9XkbPu14j549,2024-10-29T15:02:56.000Z,Transfer,27zNejRT2jsQqHHb5PV75oDm6yLp7yDNcJnA2XzK4Wdi,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1.006386856
Lfzk5pGtHXK7NebAAai7wqjLoaWUkeFK24g5DgwCUtRMCT9EfWcDUCEGwcYPvCfBqC4qjCFjYD2n35FbEseStcq,2024-10-29T15:02:56.000Z,Transfer,2nUt2myYiBrwVDE6jeAPL9ZHs8Zj8rgMoRFxQ1w4gg63,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,5.6
3rKMig9sGwwuMvdigyLZfWuo7EXW1QDfE72xzkZ2CeG6YAedZ5662yA8xsqRurBWa7rW9QXrZ5EZ4EjrEXKwGyYh,2024-10-29T15:02:53.000Z,Transfer,A3U1bZQpzfSgVUaNvpm5Q9Q5SE48wfhzXwpj656YffTS,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1.10887408
un9UCeGmo4Fnx1aQWWfe853qMK2dJWSJUjRi6TvUTSHfd2K1vRuffp7N613MpVXxbsLUPa6U3dmFi4v1kRPusSH,2024-10-29T15:02:53.000Z,Transfer,8QGmMW21AUo5AGMHMgLZZeapWyE2fkMuBKcu37zB7Yri,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1.07390296
61NvrLCAJzMq7Whknrnpt4fuj9y9Yo5hnQ3g5vyErV7PeQUW1HTvLSRBD7HhqVkWKJBFzBVXkjEtffcwxYWetkwU,2024-10-29T15:02:53.000Z,Transfer,5x7X2s1T1dVr3VheesRb6Ry715HeqYRbcCs22ZuLuvSX,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1.06683928
47SatLAGdCrZNjnePPd7qfzyJZGYZX5ivU7nvZR7uGxNrqkA3RsoHtzjDEHL4i2pg5NCLEC1EspMs4pX9uXprRKu,2024-10-29T15:02:53.000Z,Transfer,9QLzWDkL84524A25Uv1KjpdUEJs3Nv14HsPH3mVQhMZ3,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1.003589947
4u1oU11VuVuwxro3QSNUnxzdWd2G9eZzLUpndT5qwkmzBoUywpiKidHDChiQp8jNSEyuwd1Pn7cRoQjJaEBhTNLz,2024-10-29T15:02:53.000Z,Transfer,CSdJdPkwo9daaF53VHixJPRpvnd3jZRW8VecZLXj4647,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,2.41406602
4m3pDYx9m3yGkuwLftMe3geYvWLq6DS6FTNifWZ6Fx7nd2z2dWJS4p4SwCexmujYqt33PgyxRyiEBLKMdnR7dc4p,2024-10-29T15:02:53.000Z,Transfer,FrFJba4tCfK88f274GDEGDSar9B4aPzhVK3LkQThW7H6,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,3.04
4ys7JWYPZnYdQ9MJP3LjUYvAL33rvemVxxunnZTyT8DxUTzG47KDU7C8iVHasNFVkgqgJqr7tB53CEudUQcX6pxr,2024-10-29T15:02:53.000Z,Transfer,Gv98YqGVpGwhe8EfPNkg2UFPEzkgf17vNCufjqPCtXnh,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1.0001
2jUMMoYCWK4eTfA76wrLCLbVae3zpoTkh8Jw8q4gd7Vi6oD8c5BsvQQmJ4r62T3xWBEo5b5o3htc22RcpD8ogHgN,2024-10-29T15:02:53.000Z,Transfer,HHwXFAEfS47cy9K9FEn6EgX3wFxXEQ76MBkVN1WWbkbR,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,10.1
r9uVqQdgBGmTUpa73ucFh5vPJTckwktn7dnak84KoogrmczGQssSBTeKmwHk8iSEtgnRUC6fYz5fhBkCpmdAWxM,2024-10-29T15:02:53.000Z,Transfer,6aqWgkk4uiDr2U3NJmo3qWkjCQj5gB5a8pRHie49Jdei,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,2.48
2fjr1ToGEvxrfhomWDorFDki2hcStJZu2phz4njj9nAQhQCstqxBhhkdsvNFRiJdtSKsvuRV2KqC53uWX32r7wL7,2024-10-29T15:02:52.000Z,Transfer,H9EBpsFMTjmz6giE2DCNauNkuyyEFPPo2SdWraQseaZ7,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1.007
4sV2aUg5ZbxxJ7JbZC6tpj8g8vNTA6FYbR4XMJnXNheni9M48vdFFeHCkJdR16JWfNg6FydQZkCJd9yoWcntx8JA,2024-10-29T15:02:51.000Z,Transfer,7zeqYSyD3NnzGpzWCXe2g5JWCSC7Bd9DjQ3vTss8kGWs,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1.65988
59hJmeQBaySKRufk5u8Bi8asHWZrpNYv41o5WJYHYX5TxMGA4SYGdggtmYqcvFDpxRqr4C1twsTUbjRunryF8pMq,2024-10-29T15:02:51.000Z,Transfer,CaJP9nohtsUrJfnjVm1LtASuFB3et5SEwgtvM8qvFyUw,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,9
3UbYLBhSnf2viks57NfiiftBmY2q6MU4NsgnoYP4kKhor4wvU8vFmRij6mKmhpKWxrhswM38zhrDdu3QzyGR5Z7r,2024-10-29T15:02:51.000Z,Transfer,4oHzdUjvboduYXby48pEBnwDB7L8TkpPrZvWuLkb7QxG,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1
3V6pqqZecAebBbe9BFSch7J16gLR6LAfBaseMx3Rn4tjXYDcqq8T5ffNRtbCAGMzU6mQgTLFmuYZvAJuca2DzhiG,2024-10-29T15:02:49.000Z,Transfer,5RHCT9NHKv21sLTkMK8rG4nNSnwJRaqGstT7oHweGBQL,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,3.575181555
5ppxviNHwWZTbwBgAwwFeVps5sj1aFi8XFuFxeRJRg1GnijdETMqz1XDLD8ivKJfi1yA3bTWEASE6iri2LsSRc6f,2024-10-29T15:02:49.000Z,Transfer,3wPQ2XEjY6UurV9AEDEA4buiWzu9AwAP3CmSFkfsUcu3,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1
4maYwMyhEZTzWSHSxL8YuFyNRHvoeMRFKLGwdMdsuGDV36hZpQLHR8mhWHefJNervv2P9We4S5bTeLt7efzfxJJy,2024-10-29T15:02:49.000Z,Transfer,J57otNG8aGCTh8nFGkQr9nNj69fFMzkTfifU89SbARh,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,2.999985
2n7xwMxoFmUEtKK5Mq8QNkiLHhcwQh3biDw26mYNhPem8mRVtGfkHZCPX6cp9j2PT6GpLYtCaR7qMYax3qQ8gCCT,2024-10-29T15:02:49.000Z,Transfer,2WWwFq27SkizfD2vkvnAfobNp2XbmZFvEcZYcSNwkTdD,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1.672893548
39dJeWkVme6tzLkCESWouf8zUqYYpMQwKrDjoAU8d7SujLGsFaXEDYnnWBhoE3FqJo9PyjmuwcwQBnJ82rekSX2Q,2024-10-29T15:02:48.000Z,Transfer,FiSRxqQsYf3g38QW93DqCGy8zyKwXpMYwvXTGc615J7d,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1.017223389
4g2UXUe4X3xfG5smLWZe8nNuD5pbpPNJjjRFzmgVikH7AADNkvWPVwRB7QKfmNq8FVCBVagXf6gXLuMHjs4eZv9L,2024-10-29T15:02:47.000Z,Transfer,CayiU1ni3yh6iVE6jrFBwtDJWgjv7Dg3VVuz5Mw6vDFb,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,4
3Z77k9LMLUSvFMqm5qMmCgLkYbHsobVtvoFrH1ZiDTsrLtb1nLnWyaY19HnWBNFar819iNDbHjKiajATmpRKGHaG,2024-10-29T15:02:47.000Z,Transfer,8mbSipgbqroUUis6Kprj1seCqm2jdJMafCJUhNyJK91g,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,5.02108202
2wDQBDS4Jn2cTgDxcJvr1SGww3GnWh2AN7bR45nMdXLFcLVAJUDBPKCeTHMG2rVouX32GfQ36eeEM5wWetHABHQx,2024-10-29T15:02:47.000Z,Transfer,AZBcCev3NSgaiYD6WyqvAkcyGs3mNsp9jTdW5ecn18Ew,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1.0609244
5RA9SteVBPgFYAbjPDeG17CFHEwHEzvGC55hefnqaDvNVuLMDvzhpRoJFVwEUWqRWkRj3qDz72BxFNCfE16bfjnx,2024-10-29T15:02:47.000Z,Transfer,3AEhR6fvEXy6hiabBm93Yv3hcxiKYfWaapokucQGpVTQ,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1.11
3wsnEPHMfehBAFeb3bTmufPMGZzswJBadM3nYVTpZeGdRaw1gntUMEnNJNBybhpBx3f79Tfgwbx1QooGKbPLa26i,2024-10-29T15:02:47.000Z,Transfer,CPVxaFTSUA5CsbuJVyq2zmY5EidFQQzedxFt2MfuhqeA,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1.009954
3oJhXv7ggToeHagDjS747URHsb2vqbsKweHXcsQLGAVE3wniQYgHq1udjB9646TY8F5pmxtLWDuTShxKaekRHmUW,2024-10-29T15:02:47.000Z,Transfer,3yHCNt8sR1KF2B1BHchr8yrjdYjhGUkBQ9pRmXMX6KUE,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,27
2FTci9ieR4ReAGM5sGSW6oK3T3QDaGHpvszdnZvUebtfBN63zywAqHcNFFHbpNmeTNCh99gCLKh1hKrMBW5rtaRh,2024-10-29T15:02:47.000Z,Transfer,4cfmRd3WzybB3WRRi7jxrvWoPFQKyTqypCGUcTFrzc6i,CEUm6PbAbpkcMF8UtZoJGNqvXgDTVbZAVijDGuaNUikC,1.5
